"geno","env","loc","year","rep","block","row","col","variety","design_class","target_n","plot_id","yield","disease","height","heading","yld","family","sire","dam"
"G34","Y1_L1","L1","Y1","1","B2",4,8,"G34","fullrep_MET",1000,11,5.85024717396545,34.0255798187062,31.9083739557063,112.88490550331,5.85024717396545,"F004","P1","P71"
"G29","Y1_L1","L1","Y1","1","B1",1,2,"G29","fullrep_MET",1000,12,8.40434323909369,16.1157899189956,29.2052998258523,105.199563341424,8.40434323909369,"F003","P1","P24"
"G7","Y1_L1","L1","Y1","1","B2",5,4,"G7","fullrep_MET",1000,13,6.07474028892526,23.6394938221513,32.1300920562094,105.622933928932,6.07474028892526,"F001","P1","P32"
"G5","Y1_L1","L1","Y1","1","B2",3,6,"G5","fullrep_MET",1000,14,8.50160281445027,26.2818301652514,29.4950782465008,91.2085800363461,8.50160281445027,"F001","P1","P32"
"G12","Y1_L1","L1","Y1","1","B1",2,7,"G12","fullrep_MET",1000,15,6.96652553430658,37.444219053744,33.6661238584932,96.3801185396265,6.96652553430658,"F002","P1","P36"
"G42","Y1_L1","L1","Y1","1","B2",5,2,"G42","fullrep_MET",1000,16,5.68586992690501,30.1359892482826,29.3535703235824,92.8974371038984,5.68586992690501,"F005","P1","P46"
"G17","Y1_L1","L1","Y1","1","B1",3,4,"G17","fullrep_MET",1000,17,6.49116350264701,33.9144781380453,27.3931654173523,95.5526936857131,6.49116350264701,"F002","P1","P36"
"G14","Y1_L1","L1","Y1","1","B1",1,1,"G14","fullrep_MET",1000,18,7.71761799048139,25.3727529853447,26.3087178953094,101.278202372958,7.71761799048139,"F002","P1","P36"
"G8","Y1_L1","L1","Y1","1","B2",4,5,"G8","fullrep_MET",1000,19,6.95251710391085,22.4665012589824,28.3605138621168,104.734494301485,6.95251710391085,"F001","P1","P32"
"G21","Y1_L1","L1","Y1","1","B3",6,2,"G21","fullrep_MET",1000,20,8.12262246007826,23.8190064283462,26.6561902544882,101.483988397922,8.12262246007826,"F003","P1","P24"
"G16","Y1_L1","L1","Y1","1","B1",2,2,"G16","fullrep_MET",1000,21,9.5,24.3497800069828,33.3738659837402,116.445760264334,9.5,"F002","P1","P36"
"G6","Y1_L1","L1","Y1","1","B2",4,4,"G6","fullrep_MET",1000,22,5.60731051120127,40.1108372173968,25.4354134055304,105.058935724878,5.60731051120127,"F001","P1","P32"
"G38","Y1_L1","L1","Y1","1","B1",1,4,"G38","fullrep_MET",1000,23,7.511492821886,21.3243598904413,27.0780914350435,106.267493695372,7.511492821886,"F004","P1","P71"
"G9","Y1_L1","L1","Y1","1","B1",2,8,"G9","fullrep_MET",1000,24,7.27875793628836,26.0889769326537,25.9141014670844,101.071885473832,7.27875793628836,"F001","P1","P32"
"G40","Y1_L1","L1","Y1","1","B1",1,3,"G40","fullrep_MET",1000,25,7.40891962206876,30.1339759944276,28.0847705460121,106.497010126654,7.40891962206876,"F004","P1","P71"
"G27","Y1_L1","L1","Y1","1","B2",5,7,"G27","fullrep_MET",1000,26,6.24329254194278,31.5001776712284,27.2773084226447,92.6416531763167,6.24329254194278,"F003","P1","P24"
"G2","Y1_L1","L1","Y1","1","B1",2,4,"G2","fullrep_MET",1000,27,6.21814833987319,35.347268761171,25.5305888312157,85.5698550109561,6.21814833987319,"F001","P1","P32"
"G26","Y1_L1","L1","Y1","1","B2",4,3,"G26","fullrep_MET",1000,28,6.53546118165979,23.4424443279654,25,91.736006937351,6.53546118165979,"F003","P1","P24"
"G46","Y1_L1","L1","Y1","1","B3",6,6,"G46","fullrep_MET",1000,29,6.82685631478555,21.9584260655606,29.6006265657833,100.611988810225,6.82685631478555,"F005","P1","P46"
"G35","Y1_L1","L1","Y1","1","B1",2,3,"G35","fullrep_MET",1000,30,6.74558346114756,33.8740013304058,25.1523688478337,100.599687920062,6.74558346114756,"F004","P1","P71"
"G19","Y1_L1","L1","Y1","1","B2",4,6,"G19","fullrep_MET",1000,31,7.0068178760531,42.8330121543451,32.1867146641999,98.2626360156934,7.0068178760531,"F002","P1","P36"
"G15","Y1_L1","L1","Y1","1","B2",3,5,"G15","fullrep_MET",1000,32,9.33160948817191,36.2684048930256,29.702019011063,104.505343174813,9.33160948817191,"F002","P1","P36"
"G11","Y1_L1","L1","Y1","1","B3",7,2,"G11","fullrep_MET",1000,33,9.08199002423898,35.0701519371579,30.5032088668779,95.1227186317757,9.08199002423898,"F002","P1","P36"
"G48","Y1_L1","L1","Y1","1","B2",4,2,"G48","fullrep_MET",1000,34,7.09686755024639,31.1566336434571,29.5054750469609,100.350709141467,7.09686755024639,"F005","P1","P46"
"G28","Y1_L1","L1","Y1","1","B2",5,6,"G28","fullrep_MET",1000,35,8.23544380889871,38.5456723509995,32.3625184372785,83.1338200272224,8.23544380889871,"F003","P1","P24"
"G32","Y1_L1","L1","Y1","1","B3",6,5,"G32","fullrep_MET",1000,36,6.55194110032256,37.5909027694402,30.1543948482383,109.959567431075,6.55194110032256,"F004","P1","P71"
"G44","Y1_L1","L1","Y1","1","B3",6,3,"G44","fullrep_MET",1000,37,7.40793524677708,25.5826995354148,25,103.63684895265,7.40793524677708,"F005","P1","P46"
"G20","Y1_L1","L1","Y1","1","B2",5,8,"G20","fullrep_MET",1000,38,8.27558374185055,31.3312225199658,34.1522172866823,111.390900350365,8.27558374185055,"F002","P1","P36"
"G39","Y1_L1","L1","Y1","1","B3",6,4,"G39","fullrep_MET",1000,39,7.28176368658283,28.8927084404676,30.4028603222066,101.936369202877,7.28176368658283,"F004","P1","P71"
"G41","Y1_L1","L1","Y1","1","B3",6,1,"G41","fullrep_MET",1000,40,6.86856897191178,28.7075392791573,27.3947531585346,101.374685947071,6.86856897191178,"F005","P1","P46"
"G31","Y1_L1","L1","Y1","1","B2",3,7,"G31","fullrep_MET",1000,41,7.64600222914888,23.9740244247882,29.6760733894282,94.3690776104246,7.64600222914888,"F004","P1","P71"
"G1","Y1_L1","L1","Y1","1","B1",1,6,"G1","fullrep_MET",1000,42,4.66384072001487,19.6093608706084,26.3757549617245,98.1216809914595,4.66384072001487,"F001","P1","P32"
"G49","Y1_L1","L1","Y1","1","B1",2,1,"G49","fullrep_MET",1000,43,7.17391335974789,28.129987689411,26.9350702537809,107.20848425631,7.17391335974789,"F005","P1","P46"
"G23","Y1_L1","L1","Y1","1","B3",6,8,"G23","fullrep_MET",1000,44,7.14925257439711,34.6582032421385,26.7209624779221,89.5100918528776,7.14925257439711,"F003","P1","P24"
"G24","Y1_L1","L1","Y1","1","B2",3,8,"G24","fullrep_MET",1000,45,5.03902719753674,36.3330237916297,25,93.0575666973501,5.03902719753674,"F003","P1","P24"
"G10","Y1_L1","L1","Y1","1","B1",2,6,"G10","fullrep_MET",1000,46,6.8275648072094,29.7780386297485,31.9210846981239,97.8843004826149,6.8275648072094,"F001","P1","P32"
"G43","Y1_L1","L1","Y1","1","B1",1,7,"G43","fullrep_MET",1000,47,6.93130963418906,33.5515961994198,31.5561527539294,90.7697509518624,6.93130963418906,"F005","P1","P46"
"G22","Y1_L1","L1","Y1","1","B2",5,3,"G22","fullrep_MET",1000,48,7.33688329678255,32.9010339478771,25,95.7132944355624,7.33688329678255,"F003","P1","P24"
"G18","Y1_L1","L1","Y1","1","B2",4,1,"G18","fullrep_MET",1000,49,7.17039713953465,42.1128130352716,31.9106427906331,101.314166258386,7.17039713953465,"F002","P1","P36"
"G47","Y1_L1","L1","Y1","1","B2",4,7,"G47","fullrep_MET",1000,50,6.94343238533006,31.7263634351902,25,95.5452663006719,6.94343238533006,"F005","P1","P46"
"G37","Y1_L1","L1","Y1","2","B1",1,8,"G37","fullrep_MET",1000,51,6.48434812850335,23.7761995652813,29.8784065876042,113.48248072287,6.48434812850335,"F004","P1","P71"
"G9","Y1_L1","L1","Y1","2","B2",5,4,"G9","fullrep_MET",1000,52,5.68814572013259,35.78820128642,29.2609453148913,102.552294981235,5.68814572013259,"F001","P1","P32"
"G4","Y1_L1","L1","Y1","2","B3",7,1,"G4","fullrep_MET",1000,53,8.59526096683924,31.7333019529372,29.7127191406092,97.4265113598506,8.59526096683924,"F001","P1","P32"
"G28","Y1_L1","L1","Y1","2","B1",2,1,"G28","fullrep_MET",1000,54,7.60794130067866,29.4058888105698,30.4218119560205,92.5776011331956,7.60794130067866,"F003","P1","P24"
"G29","Y1_L1","L1","Y1","2","B1",1,5,"G29","fullrep_MET",1000,55,8.86022150442804,15.8077612699516,28.4508432207623,98.0581615723329,8.86022150442804,"F003","P1","P24"
"G22","Y1_L1","L1","Y1","2","B2",3,7,"G22","fullrep_MET",1000,56,6.0851391760417,39.1017738717544,25.6140387804974,96.3144342539475,6.0851391760417,"F003","P1","P24"
"G5","Y1_L1","L1","Y1","2","B1",3,2,"G5","fullrep_MET",1000,57,6.59921967877699,23.5888168084812,30.898071115971,95.0364013635068,6.59921967877699,"F001","P1","P32"
"G2","Y1_L1","L1","Y1","2","B3",6,2,"G2","fullrep_MET",1000,58,6.90292588338972,40.508320857319,29.0417918864944,84.6730765554361,6.90292588338972,"F001","P1","P32"
"G18","Y1_L1","L1","Y1","2","B3",6,7,"G18","fullrep_MET",1000,59,7.4196730095356,41.45637359286,32.1394019309217,96.0183302416625,7.4196730095356,"F002","P1","P36"
"G40","Y1_L1","L1","Y1","2","B3",7,2,"G40","fullrep_MET",1000,60,7.67080096463154,41.2991037160225,32.3922874787738,111.396778388425,7.67080096463154,"F004","P1","P71"
"G12","Y1_L1","L1","Y1","2","B2",5,6,"G12","fullrep_MET",1000,61,7.09283474221161,47.1442226604723,31.8768022659123,101.763141204197,7.09283474221161,"F002","P1","P36"
"G45","Y1_L1","L1","Y1","2","B2",4,8,"G45","fullrep_MET",1000,62,4.13117464477009,26.2982577349556,31.0480769916705,80.0719850037223,4.13117464477009,"F005","P1","P46"
"G50","Y1_L1","L1","Y1","2","B1",2,2,"G50","fullrep_MET",1000,63,6.62502608652162,26.802684448587,29.6386757718171,113.899577591264,6.62502608652162,"F005","P1","P46"
"G27","Y1_L1","L1","Y1","2","B2",5,3,"G27","fullrep_MET",1000,64,7.25188661143765,37.2907112894639,28.1715050852287,80.3309864106671,7.25188661143765,"F003","P1","P24"
"G20","Y1_L1","L1","Y1","2","B2",5,2,"G20","fullrep_MET",1000,65,6.88261240684414,36.5393072716659,36.2965214770956,100.285006595505,6.88261240684414,"F002","P1","P36"
"G47","Y1_L1","L1","Y1","2","B3",6,1,"G47","fullrep_MET",1000,66,6.50476648236411,31.1649187759523,25.1688570571578,99.224771057475,6.50476648236411,"F005","P1","P46"
"G33","Y1_L1","L1","Y1","2","B1",1,1,"G33","fullrep_MET",1000,67,7.83607742018176,33.6376203799991,29.3706899046821,100.130348023652,7.83607742018176,"F004","P1","P71"
"G26","Y1_L1","L1","Y1","2","B3",6,6,"G26","fullrep_MET",1000,68,5.98934876227992,22.3785736607759,26.5505639953996,92.2739994804326,5.98934876227992,"F003","P1","P24"
"G1","Y1_L1","L1","Y1","2","B2",5,5,"G1","fullrep_MET",1000,69,5.9573408311867,30.0534934701193,28.1973711844889,87.1717342086785,5.9573408311867,"F001","P1","P32"
"G13","Y1_L1","L1","Y1","2","B2",3,8,"G13","fullrep_MET",1000,70,8.74054389356267,27.5476513224117,34.7231258231229,117.230664593895,8.74054389356267,"F002","P1","P36"
"G3","Y1_L1","L1","Y1","2","B3",6,3,"G3","fullrep_MET",1000,71,7.33571288448655,31.5949058940518,30.2890464704893,109.256087303885,7.33571288448655,"F001","P1","P32"
"G11","Y1_L1","L1","Y1","2","B1",2,5,"G11","fullrep_MET",1000,72,8.65832265857686,31.9975316849004,34.6256590612538,99.5821708658754,8.65832265857686,"F002","P1","P36"
"G32","Y1_L1","L1","Y1","2","B1",2,6,"G32","fullrep_MET",1000,73,6.91018152879489,39.0055239529967,31.4490330801227,107.994371650243,6.91018152879489,"F004","P1","P71"
"G25","Y1_L1","L1","Y1","2","B1",3,3,"G25","fullrep_MET",1000,74,8.4766347498581,27.8635815435781,27.6367483301277,103.844559307501,8.4766347498581,"F003","P1","P24"
"G14","Y1_L1","L1","Y1","2","B2",5,8,"G14","fullrep_MET",1000,75,7.14628516628477,33.4819696097417,27.4043087912603,101.424119895894,7.14628516628477,"F002","P1","P36"
"G41","Y1_L1","L1","Y1","2","B2",4,5,"G41","fullrep_MET",1000,76,6.11201695348129,35.8057258186684,26.4421886151879,97.5040060838674,6.11201695348129,"F005","P1","P46"
"G10","Y1_L1","L1","Y1","2","B1",3,4,"G10","fullrep_MET",1000,77,5.8119423939837,32.3412073208826,31.4926670595923,108.085321676968,5.8119423939837,"F001","P1","P32"
"G46","Y1_L1","L1","Y1","2","B2",4,6,"G46","fullrep_MET",1000,78,6.87076824330583,29.3408746449278,31.9769541021716,95.7163215563758,6.87076824330583,"F005","P1","P46"
"G19","Y1_L1","L1","Y1","2","B3",6,5,"G19","fullrep_MET",1000,79,6.68584261936006,38.7730152993819,33.7634423721507,95.071051708787,6.68584261936006,"F002","P1","P36"
"G24","Y1_L1","L1","Y1","2","B2",3,5,"G24","fullrep_MET",1000,80,7.51046436623672,41.1254008576601,25,98.6486282580993,7.51046436623672,"F003","P1","P24"
"G8","Y1_L1","L1","Y1","2","B1",2,7,"G8","fullrep_MET",1000,81,9.4881243949971,20.7598658979154,33.8108348444532,94.8099187996387,9.4881243949971,"F001","P1","P32"
"G48","Y1_L1","L1","Y1","2","B1",2,4,"G48","fullrep_MET",1000,82,6.2227526214454,27.5705291475762,25.907086440737,105.236491394642,6.2227526214454,"F005","P1","P46"
"G21","Y1_L1","L1","Y1","2","B2",4,7,"G21","fullrep_MET",1000,83,6.20953742758343,32.9883743006506,28.776467321732,92.3913437846093,6.20953742758343,"F003","P1","P24"
"G44","Y1_L1","L1","Y1","2","B1",3,1,"G44","fullrep_MET",1000,84,6.91848939233165,27.0696513633129,25,106.623465005805,6.91848939233165,"F005","P1","P46"
"G35","Y1_L1","L1","Y1","2","B1",1,6,"G35","fullrep_MET",1000,85,6.04523684421721,28.2874389992204,25,97.0972773146079,6.04523684421721,"F004","P1","P71"
"G6","Y1_L1","L1","Y1","2","B2",5,7,"G6","fullrep_MET",1000,86,6.7834133762724,44.567960207471,27.9405879926067,104.515527158082,6.7834133762724,"F001","P1","P32"
"G17","Y1_L1","L1","Y1","2","B1",2,3,"G17","fullrep_MET",1000,87,6.33059033127441,33.5433826716478,29.3632817553698,90.9566908892932,6.33059033127441,"F002","P1","P36"
"G30","Y1_L1","L1","Y1","2","B1",1,3,"G30","fullrep_MET",1000,88,9.02233791515543,19.9825851484119,27.1303421548427,110.773902582856,9.02233791515543,"F003","P1","P24"
"G23","Y1_L1","L1","Y1","2","B2",4,3,"G23","fullrep_MET",1000,89,7.38324492866772,32.5540511740625,25.8349110663548,80,7.38324492866772,"F003","P1","P24"
"G15","Y1_L1","L1","Y1","2","B3",6,8,"G15","fullrep_MET",1000,90,6.89048279858902,38.8992525757766,32.8520938353864,100.803566707322,6.89048279858902,"F002","P1","P36"
"G16","Y1_L1","L1","Y1","2","B2",3,6,"G16","fullrep_MET",1000,91,8.8141358182539,34.300871171563,35.7394204968271,114.325957326707,8.8141358182539,"F002","P1","P36"
"G38","Y1_L1","L1","Y1","2","B2",4,1,"G38","fullrep_MET",1000,92,7.41638392025953,34.2892902131079,29.4166264173507,110.760995068718,7.41638392025953,"F004","P1","P71"
"G7","Y1_L1","L1","Y1","2","B2",4,2,"G7","fullrep_MET",1000,93,6.66023216386766,25.6278921963495,30.8792735860713,98.8962214050388,6.66023216386766,"F001","P1","P32"
"G43","Y1_L1","L1","Y1","2","B1",1,4,"G43","fullrep_MET",1000,94,7.40130111898747,34.7313598804414,30.1306405246495,95.3219097401811,7.40130111898747,"F005","P1","P46"
"G36","Y1_L1","L1","Y1","2","B2",4,4,"G36","fullrep_MET",1000,95,7.4385411856942,39.8306575499928,28.9518802988542,102.702691915203,7.4385411856942,"F004","P1","P71"
"G39","Y1_L1","L1","Y1","2","B1",1,2,"G39","fullrep_MET",1000,96,6.54140467184522,29.4902413429965,31.1176888045886,97.3821341100347,6.54140467184522,"F004","P1","P71"
"G49","Y1_L1","L1","Y1","2","B2",5,1,"G49","fullrep_MET",1000,97,6.42088159979384,39.8967372808069,30.4545594227066,109.240225697625,6.42088159979384,"F005","P1","P46"
"G42","Y1_L1","L1","Y1","2","B1",1,7,"G42","fullrep_MET",1000,98,5.33383421640468,25.00242012422,28.5454211712309,91.6595441189647,5.33383421640468,"F005","P1","P46"
"G34","Y1_L1","L1","Y1","2","B3",6,4,"G34","fullrep_MET",1000,99,5.19780383551889,35.6517520836743,31.6239684487671,109.837131643414,5.19780383551889,"F004","P1","P71"
"G31","Y1_L1","L1","Y1","2","B1",2,8,"G31","fullrep_MET",1000,100,8.335308244566,33.3901609028514,30.3418142844303,89.4456749996517,8.335308244566,"F004","P1","P71"
"G8","Y2_L1","L1","Y2","1","B1",3,4,"G8","fullrep_MET",1000,101,6.30173499187501,26.8827971874649,29.3670953595978,90.2901492924001,6.30173499187501,"F001","P1","P32"
"G3","Y2_L1","L1","Y2","1","B1",2,4,"G3","fullrep_MET",1000,102,6.87776860626954,29.9924299617217,32.1895075130223,88.9909551043392,6.87776860626954,"F001","P1","P32"
"G45","Y2_L1","L1","Y2","1","B1",1,1,"G45","fullrep_MET",1000,103,5.11776367889012,35.0615695763637,32.322840647269,99.0048387495754,5.11776367889012,"F005","P1","P46"
"G46","Y2_L1","L1","Y2","1","B1",1,4,"G46","fullrep_MET",1000,104,7.60181492750721,31.7770950950733,31.5859244638179,95.5554821348428,7.60181492750721,"F005","P1","P46"
"G40","Y2_L1","L1","Y2","1","B2",3,7,"G40","fullrep_MET",1000,105,6.79700393280296,47.2457321049071,28.2542567299604,117.79738402394,6.79700393280296,"F004","P1","P71"
"G24","Y2_L1","L1","Y2","1","B2",5,3,"G24","fullrep_MET",1000,106,6.23215237476602,51.6752446993683,28.1792471697955,90.4717777784522,6.23215237476602,"F003","P1","P24"
"G10","Y2_L1","L1","Y2","1","B3",7,2,"G10","fullrep_MET",1000,107,8.68559188539272,39.9391088455342,34.3187488120804,110.551612591458,8.68559188539272,"F001","P1","P32"
"G27","Y2_L1","L1","Y2","1","B1",2,8,"G27","fullrep_MET",1000,108,5.58486245092084,34.7795275944245,27.8725355159856,88.3886634873784,5.58486245092084,"F003","P1","P24"
"G35","Y2_L1","L1","Y2","1","B1",1,3,"G35","fullrep_MET",1000,109,6.46886698113856,41.6838522174753,26.4411539564239,91.4215320170755,6.46886698113856,"F004","P1","P71"
"G32","Y2_L1","L1","Y2","1","B2",5,6,"G32","fullrep_MET",1000,110,8.07733768895009,47.169469739859,33.9715370706751,118.104032546171,8.07733768895009,"F004","P1","P71"
"G9","Y2_L1","L1","Y2","1","B2",3,5,"G9","fullrep_MET",1000,111,5.86633751232345,43.5572204574348,33.4680686754727,93.5817210916048,5.86633751232345,"F001","P1","P32"
"G28","Y2_L1","L1","Y2","1","B2",5,7,"G28","fullrep_MET",1000,112,7.26014955221075,45.9886331615322,32.5977830491776,90.3809865354769,7.26014955221075,"F003","P1","P24"
"G50","Y2_L1","L1","Y2","1","B1",3,1,"G50","fullrep_MET",1000,113,5.8327919476644,30.1058262608816,28.6545133398379,104.936442895608,5.8327919476644,"F005","P1","P46"
"G18","Y2_L1","L1","Y2","1","B1",2,1,"G18","fullrep_MET",1000,114,9.5,44.1297797174884,31.0659071808982,95.4145343932995,9.5,"F002","P1","P36"
"G17","Y2_L1","L1","Y2","1","B1",1,8,"G17","fullrep_MET",1000,115,7.08812587924954,38.0008660976478,27.6460882179991,92.4201493000289,7.08812587924954,"F002","P1","P36"
"G16","Y2_L1","L1","Y2","1","B2",3,6,"G16","fullrep_MET",1000,116,9.19953697894321,35.4760748176616,34.9208422411685,97.6867295918865,9.19953697894321,"F002","P1","P36"
"G41","Y2_L1","L1","Y2","1","B3",6,6,"G41","fullrep_MET",1000,117,7.38660612195072,37.6891451644883,32.1217066258778,87.5226396530169,7.38660612195072,"F005","P1","P46"
"G20","Y2_L1","L1","Y2","1","B3",6,2,"G20","fullrep_MET",1000,118,8.54241791009761,41.7275061163747,33.4622924160145,115.557315205414,8.54241791009761,"F002","P1","P36"
"G23","Y2_L1","L1","Y2","1","B2",4,2,"G23","fullrep_MET",1000,119,6.7616612091296,37.2702749465346,28.8283462418679,89.1351655061622,6.7616612091296,"F003","P1","P24"
"G25","Y2_L1","L1","Y2","1","B1",2,6,"G25","fullrep_MET",1000,120,6.35539738681975,37.6066739171777,27.7917609867875,96.9693454874615,6.35539738681975,"F003","P1","P24"
"G37","Y2_L1","L1","Y2","1","B2",5,1,"G37","fullrep_MET",1000,121,5.55037320111669,34.0686297481205,30.5334565686067,107.217702682657,5.55037320111669,"F004","P1","P71"
"G34","Y2_L1","L1","Y2","1","B2",5,4,"G34","fullrep_MET",1000,122,6.29149937795343,34.2452088437457,33.3602785365323,108.897796077224,6.29149937795343,"F004","P1","P71"
"G15","Y2_L1","L1","Y2","1","B2",4,5,"G15","fullrep_MET",1000,123,7.95346820105207,43.0598376297566,29.5489116397165,92.7057952807889,7.95346820105207,"F002","P1","P36"
"G43","Y2_L1","L1","Y2","1","B1",1,5,"G43","fullrep_MET",1000,124,6.81600392635156,46.5424500056117,25.3617097195162,96.7204781454924,6.81600392635156,"F005","P1","P46"
"G6","Y2_L1","L1","Y2","1","B2",4,6,"G6","fullrep_MET",1000,125,6.3728131134847,48.094601798791,27.1063853278161,96.8127556674698,6.3728131134847,"F001","P1","P32"
"G42","Y2_L1","L1","Y2","1","B1",1,2,"G42","fullrep_MET",1000,126,5.1526946902988,34.9112479652933,33.9689814557545,105.005488866526,5.1526946902988,"F005","P1","P46"
"G19","Y2_L1","L1","Y2","1","B2",5,2,"G19","fullrep_MET",1000,127,7.7979105464844,51.4871667922097,32.0556989045313,86.36340036494,7.7979105464844,"F002","P1","P36"
"G33","Y2_L1","L1","Y2","1","B2",4,4,"G33","fullrep_MET",1000,128,7.8482408188117,47.1988091904422,28.6069512409114,100.878095086795,7.8482408188117,"F004","P1","P71"
"G44","Y2_L1","L1","Y2","1","B3",6,3,"G44","fullrep_MET",1000,129,5.73482417515566,37.950272246385,31.8616442223994,100.846060729636,5.73482417515566,"F005","P1","P46"
"G49","Y2_L1","L1","Y2","1","B1",2,5,"G49","fullrep_MET",1000,130,7.16261906940918,42.1024441216634,26.2969999902874,101.386111793377,7.16261906940918,"F005","P1","P46"
"G5","Y2_L1","L1","Y2","1","B1",2,2,"G5","fullrep_MET",1000,131,4.8858303225455,26.5712255478898,29.8189183763351,99.388294496877,4.8858303225455,"F001","P1","P32"
"G22","Y2_L1","L1","Y2","1","B3",6,8,"G22","fullrep_MET",1000,132,6.39486504129499,38.5111270217583,25,93.3449305282839,6.39486504129499,"F003","P1","P24"
"G12","Y2_L1","L1","Y2","1","B1",2,7,"G12","fullrep_MET",1000,133,6.59181660244699,37.1411859111171,31.1599478690108,110.545254504037,6.59181660244699,"F002","P1","P36"
"G7","Y2_L1","L1","Y2","1","B2",4,1,"G7","fullrep_MET",1000,134,6.8904348670728,32.6707182960687,33.1292385906474,95.7520555532737,6.8904348670728,"F001","P1","P32"
"G30","Y2_L1","L1","Y2","1","B3",6,7,"G30","fullrep_MET",1000,135,7.638045394349,29.771220282463,31.083911389273,107.804809812481,7.638045394349,"F003","P1","P24"
"G48","Y2_L1","L1","Y2","1","B3",6,1,"G48","fullrep_MET",1000,136,7.2777378032546,43.4161577128497,29.9236339114321,112.977711987329,7.2777378032546,"F005","P1","P46"
"G11","Y2_L1","L1","Y2","1","B2",4,8,"G11","fullrep_MET",1000,137,7.5118642025176,41.825120408319,34.7869913929542,103.549500943343,7.5118642025176,"F002","P1","P36"
"G31","Y2_L1","L1","Y2","1","B1",1,6,"G31","fullrep_MET",1000,138,6.35687698196852,30.2012923951023,29.9935504239456,99.1161090309623,6.35687698196852,"F004","P1","P71"
"G13","Y2_L1","L1","Y2","1","B3",7,1,"G13","fullrep_MET",1000,139,8.14426828012053,35.7370243152484,36.9444470128696,113.918271643486,8.14426828012053,"F002","P1","P36"
"G36","Y2_L1","L1","Y2","1","B1",2,3,"G36","fullrep_MET",1000,140,7.31039759874157,38.4051156172736,32.6666264044672,104.820413632314,7.31039759874157,"F004","P1","P71"
"G2","Y2_L1","L1","Y2","1","B2",5,5,"G2","fullrep_MET",1000,141,6.58552788997271,47.5960246776212,31.9675487360821,96.2479294830306,6.58552788997271,"F001","P1","P32"
"G21","Y2_L1","L1","Y2","1","B1",1,7,"G21","fullrep_MET",1000,142,6.11349148784115,24.9003897444399,25.1348723370619,97.5302753846467,6.11349148784115,"F003","P1","P24"
"G1","Y2_L1","L1","Y2","1","B2",4,3,"G1","fullrep_MET",1000,143,5.2314690422511,35.5836084183253,27.1554029193894,104.765663958488,5.2314690422511,"F001","P1","P32"
"G39","Y2_L1","L1","Y2","1","B3",6,5,"G39","fullrep_MET",1000,144,7.14542853545525,50.4061881700962,30.2522277096609,110.219587190025,7.14542853545525,"F004","P1","P71"
"G29","Y2_L1","L1","Y2","1","B2",5,8,"G29","fullrep_MET",1000,145,7.53000013168668,30.7640828253328,32.6856985196485,94.4736159555378,7.53000013168668,"F003","P1","P24"
"G38","Y2_L1","L1","Y2","1","B2",3,8,"G38","fullrep_MET",1000,146,7.04133219626114,36.1834134577262,29.8285109587995,110.253525820288,7.04133219626114,"F004","P1","P71"
"G26","Y2_L1","L1","Y2","1","B1",3,2,"G26","fullrep_MET",1000,147,7.5857185822069,25.0138929886838,25,94.2072297358777,7.5857185822069,"F003","P1","P24"
"G47","Y2_L1","L1","Y2","1","B2",4,7,"G47","fullrep_MET",1000,148,6.87698314355933,34.4394867520008,25,93.9808404161443,6.87698314355933,"F005","P1","P46"
