"geno","env","loc","year","rep","block","row","col","variety","design_class","target_n","plot_id","yield","disease","height","heading","yld","family","sire","dam"
"G4","Y1_L1","L1","Y1",1,"B5",6,13,"G4","augmented_single",200,12,7.4793037920047,24.0750353877227,26.266411662804,106.202669860488,7.4793037920047,"F001","P1","P32"
"G5","Y1_L1","L1","Y1",1,"B4",5,7,"G5","augmented_single",200,13,9.45,16.5970141449641,30.118881274494,90.0063787611884,9.45,"F001","P1","P32"
"G5","Y1_L1","L1","Y1",1,"B2",3,3,"G5","augmented_single",200,14,7.69867298604368,26.6640908137502,29.2348541230386,81.575682932802,7.69867298604368,"F001","P1","P32"
"G5","Y1_L1","L1","Y1",1,"B10",14,1,"G5","augmented_single",200,15,8.97171686122528,23.2209248706136,27.7928119046734,99.3640822573331,8.97171686122528,"F001","P1","P32"
"G6","Y1_L1","L1","Y1",1,"B7",10,3,"G6","augmented_single",200,16,6.85994996192468,42.0157248744216,26.4739425841614,101.58230496888,6.85994996192468,"F001","P1","P32"
"G6","Y1_L1","L1","Y1",1,"B7",9,10,"G6","augmented_single",200,17,7.58855666943112,37.3912009477775,25,82.6665749156893,7.58855666943112,"F001","P1","P32"
"G6","Y1_L1","L1","Y1",1,"B2",2,12,"G6","augmented_single",200,18,6.09305228426518,40.4833181919778,26.2201485423023,91.9062547884628,6.09305228426518,"F001","P1","P32"
"G7","Y1_L1","L1","Y1",1,"B10",14,5,"G7","augmented_single",200,19,7.02081701816925,22.9499223147929,29.5027432479704,97.6179773060005,7.02081701816925,"F001","P1","P32"
"G7","Y1_L1","L1","Y1",1,"B6",8,8,"G7","augmented_single",200,20,7.45169122093117,25.1756206691477,33.253467917567,106.405149531684,7.45169122093117,"F001","P1","P32"
"G7","Y1_L1","L1","Y1",1,"B7",10,4,"G7","augmented_single",200,21,6.37698709721665,19.9625529067674,29.5913514693059,97.6637949207522,6.37698709721665,"F001","P1","P32"
"G8","Y1_L1","L1","Y1",1,"B8",11,2,"G8","augmented_single",200,22,7.34123226736713,24.4370857939531,29.4012833884218,98.04127088551,7.34123226736713,"F001","P1","P32"
"G8","Y1_L1","L1","Y1",1,"B4",5,9,"G8","augmented_single",200,23,7.12750614136749,19.3882348211428,27.447779575185,85.1020899505111,7.12750614136749,"F001","P1","P32"
"G8","Y1_L1","L1","Y1",1,"B4",5,10,"G8","augmented_single",200,24,7.55650455836366,22.7807166116082,29.2818598267252,100.446430643196,7.55650455836366,"F001","P1","P32"
"G9","Y1_L1","L1","Y1",1,"B6",8,7,"G9","augmented_single",200,25,8.46600559968539,29.9445157204669,27.333528610708,102.316000470922,8.46600559968539,"F001","P1","P32"
"G9","Y1_L1","L1","Y1",1,"B5",7,10,"G9","augmented_single",200,26,7.97042406249283,30.1190550288697,29.4662831291827,106.777047832074,7.97042406249283,"F001","P1","P32"
"G9","Y1_L1","L1","Y1",1,"B5",6,12,"G9","augmented_single",200,27,7.4946891273515,30.0511047962869,25,105.245903645904,7.4946891273515,"F001","P1","P32"
"G10","Y1_L1","L1","Y1",1,"B5",6,14,"G10","augmented_single",200,28,6.31810060714853,36.0573214797887,28.8092816099255,114.378467051282,6.31810060714853,"F001","P1","P32"
"G10","Y1_L1","L1","Y1",1,"B10",13,6,"G10","augmented_single",200,29,7.42333908122864,28.7908565462215,32.2556464218548,107.667102746482,7.42333908122864,"F001","P1","P32"
"G10","Y1_L1","L1","Y1",1,"B1",2,4,"G10","augmented_single",200,30,5.33154679781133,30.9632849977429,29.3772791175109,111.13475658814,5.33154679781133,"F001","P1","P32"
"G11","Y1_L1","L1","Y1",1,"B10",14,3,"G11","augmented_single",200,31,8.76651647131177,32.0167037826788,35.1905130749778,93.7840751724105,8.76651647131177,"F002","P1","P36"
"G11","Y1_L1","L1","Y1",1,"B6",8,3,"G11","augmented_single",200,32,8.01556566515444,28.6967468988343,31.3111806486781,98.6319459021979,8.01556566515444,"F002","P1","P36"
"G11","Y1_L1","L1","Y1",1,"B10",13,12,"G11","augmented_single",200,33,8.39645904061096,32.3811980604758,32.2695569439964,102.71729203261,8.39645904061096,"F002","P1","P36"
"G12","Y1_L1","L1","Y1",1,"B9",12,8,"G12","augmented_single",200,34,7.85705114416428,37.5572795714008,34.3383651429616,104.874714720028,7.85705114416428,"F002","P1","P36"
"G12","Y1_L1","L1","Y1",1,"B1",2,3,"G12","augmented_single",200,35,6.276002445214,39.5002279483706,31.2869838464061,92.5606641623376,6.276002445214,"F002","P1","P36"
"G12","Y1_L1","L1","Y1",1,"B7",9,2,"G12","augmented_single",200,36,6.99953355054715,36.230605427673,31.585551602754,111.295004693124,6.99953355054715,"F002","P1","P36"
"G13","Y1_L1","L1","Y1",1,"B1",1,14,"G13","augmented_single",200,37,4.1,26.3315530663373,29.1293869515202,113.136313464191,4.1,"F002","P1","P36"
"G13","Y1_L1","L1","Y1",1,"B7",9,12,"G13","augmented_single",200,38,5.86451108835379,28.3287070784487,33.5234983286487,110.849756302085,5.86451108835379,"F002","P1","P36"
"G13","Y1_L1","L1","Y1",1,"B10",13,14,"G13","augmented_single",200,39,5.38135690114683,31.6015982104297,33.2514951365664,117.076597024128,5.38135690114683,"F002","P1","P36"
"G14","Y1_L1","L1","Y1",1,"B2",3,7,"G14","augmented_single",200,40,7.96281255122368,29.3760534161726,25,100.062673900501,7.96281255122368,"F002","P1","P36"
"G14","Y1_L1","L1","Y1",1,"B7",9,15,"G14","augmented_single",200,41,6.55434904487049,30.5742732428533,25.6805751556899,97.4673787209114,6.55434904487049,"F002","P1","P36"
"G14","Y1_L1","L1","Y1",1,"B8",11,9,"G14","augmented_single",200,42,8.0406856909478,26.5928736956932,25.4146071729116,100.788738137548,8.0406856909478,"F002","P1","P36"
"G15","Y1_L1","L1","Y1",1,"B7",10,5,"G15","augmented_single",200,43,7.91335783587245,36.2765054563096,33.0068014231265,94.8621026230368,7.91335783587245,"F002","P1","P36"
"G15","Y1_L1","L1","Y1",1,"B9",12,3,"G15","augmented_single",200,44,7.50223427778357,31.7973961892131,33.45163823662,104.884869736188,7.50223427778357,"F002","P1","P36"
"G15","Y1_L1","L1","Y1",1,"B9",12,14,"G15","augmented_single",200,45,7.4232842660717,32.8085337956057,33.6888071439736,95.7859326720088,7.4232842660717,"F002","P1","P36"
"G16","Y1_L1","L1","Y1",1,"B10",13,13,"G16","augmented_single",200,46,7.9569338828175,31.9443868504076,35.5827609327245,111.876286908043,7.9569338828175,"F002","P1","P36"
"G16","Y1_L1","L1","Y1",1,"B8",11,3,"G16","augmented_single",200,47,8.65736853052203,24.1949054995522,31.8491414607778,115.030538247499,8.65736853052203,"F002","P1","P36"
"G16","Y1_L1","L1","Y1",1,"B4",5,15,"G16","augmented_single",200,48,6.96424698841687,28.6155549477025,33.3817242559592,109.40786458474,6.96424698841687,"F002","P1","P36"
"G17","Y1_L1","L1","Y1",1,"B4",5,3,"G17","augmented_single",200,49,6.4258641268121,33.7034088403116,27.449531011937,89.8552845720716,6.4258641268121,"F002","P1","P36"
"G17","Y1_L1","L1","Y1",1,"B4",5,13,"G17","augmented_single",200,50,6.0986339650602,31.4688619147954,28.3662065275757,93.3368039449952,6.0986339650602,"F002","P1","P36"
"G17","Y1_L1","L1","Y1",1,"B2",2,13,"G17","augmented_single",200,51,5.26233270236003,38.8968281429332,26.7284106472533,92.4427095005332,5.26233270236003,"F002","P1","P36"
"G18","Y1_L1","L1","Y1",1,"B5",6,15,"G18","augmented_single",200,52,6.31719241535612,36.4498522889452,28.4411940998847,100.006190221003,6.31719241535612,"F002","P1","P36"
"G18","Y1_L1","L1","Y1",1,"B2",3,2,"G18","augmented_single",200,53,6.4315437491851,41.1450732152999,26.9586666299391,100.561394988842,6.4315437491851,"F002","P1","P36"
"G18","Y1_L1","L1","Y1",1,"B4",6,5,"G18","augmented_single",200,54,8.11414733744744,38.7130222120244,26.9389804404841,95.188128752787,8.11414733744744,"F002","P1","P36"
"G19","Y1_L1","L1","Y1",1,"B4",5,11,"G19","augmented_single",200,55,6.636484851639,35.5589214036653,33.2588256186957,97.459210143681,6.636484851639,"F002","P1","P36"
"G19","Y1_L1","L1","Y1",1,"B3",4,7,"G19","augmented_single",200,56,6.93173383027577,33.7963214186363,30.1781408221852,103.221436701878,6.93173383027577,"F002","P1","P36"
"G19","Y1_L1","L1","Y1",1,"B9",12,1,"G19","augmented_single",200,57,6.86136944655136,39.2750333661092,30.9256713330126,102.825815032951,6.86136944655136,"F002","P1","P36"
"G20","Y1_L1","L1","Y1",1,"B10",13,1,"G20","augmented_single",200,58,7.80796928231248,31.813911602905,35.7600177983933,113.54882433696,7.80796928231248,"F002","P1","P36"
"G20","Y1_L1","L1","Y1",1,"B5",7,8,"G20","augmented_single",200,59,7.8871549643267,29.1773520308228,36.4071578671469,102.022841641482,7.8871549643267,"F002","P1","P36"
"G20","Y1_L1","L1","Y1",1,"B6",7,11,"G20","augmented_single",200,60,7.86591663370944,33.3362331476762,32.9994984779939,109.331145971883,7.86591663370944,"F002","P1","P36"
"G21","Y1_L1","L1","Y1",1,"B3",3,15,"G21","augmented_single",200,61,4.94889469188726,23.8995338087935,26.020102201514,97.6822130180376,4.94889469188726,"F003","P1","P24"
"G22","Y1_L1","L1","Y1",1,"B6",7,15,"G22","augmented_single",200,62,6.20199825569379,34.2344998914958,25,90.7490216796794,6.20199825569379,"F003","P1","P24"
"G23","Y1_L1","L1","Y1",1,"B7",9,7,"G23","augmented_single",200,63,8.50045898054827,23.0157778351176,25,91.8536066204368,8.50045898054827,"F003","P1","P24"
"G24","Y1_L1","L1","Y1",1,"B3",4,13,"G24","augmented_single",200,64,7.25352320202487,37.6365744391646,25,104.117200514844,7.25352320202487,"F003","P1","P24"
"G25","Y1_L1","L1","Y1",1,"B1",1,12,"G25","augmented_single",200,65,6.16143989448419,30.5576415522328,26.68494145018,97.6908660517145,6.16143989448419,"F003","P1","P24"
"G26","Y1_L1","L1","Y1",1,"B1",2,5,"G26","augmented_single",200,66,6.75708773184965,23.5794731430679,25,84.7803553315595,6.75708773184965,"F003","P1","P24"
"G27","Y1_L1","L1","Y1",1,"B6",8,1,"G27","augmented_single",200,67,7.42130180784648,32.5770140198254,27.7554152072281,94.7383436735861,7.42130180784648,"F003","P1","P24"
"G28","Y1_L1","L1","Y1",1,"B6",8,15,"G28","augmented_single",200,68,6.64724544250322,30.2822662150711,28.1612323123342,84.1247239673529,6.64724544250322,"F003","P1","P24"
"G29","Y1_L1","L1","Y1",1,"B9",12,12,"G29","augmented_single",200,69,7.11859005657776,21.5571071947631,29.1796066282615,102.314010828765,7.11859005657776,"F003","P1","P24"
"G30","Y1_L1","L1","Y1",1,"B9",11,15,"G30","augmented_single",200,70,4.60866188004376,14.1212254080382,25.854874764258,100.804518624238,4.60866188004376,"F003","P1","P24"
"G31","Y1_L1","L1","Y1",1,"B6",7,14,"G31","augmented_single",200,71,7.13221968508636,32.3505803327927,26.3383849365367,97.693505093413,7.13221968508636,"F004","P1","P71"
"G32","Y1_L1","L1","Y1",1,"B9",12,15,"G32","augmented_single",200,72,6.80372516019,39.245426245889,35.3723979230868,104.868167002349,6.80372516019,"F004","P1","P71"
"G33","Y1_L1","L1","Y1",1,"B4",5,4,"G33","augmented_single",200,73,7.44690480148332,30.6687595953806,25,111.054859760597,7.44690480148332,"F004","P1","P71"
"G34","Y1_L1","L1","Y1",1,"B10",13,15,"G34","augmented_single",200,74,5.81971660422709,25.7924014918095,29.7730422978479,120.304368990061,5.81971660422709,"F004","P1","P71"
"G35","Y1_L1","L1","Y1",1,"B2",2,11,"G35","augmented_single",200,75,6.17593220619557,36.5117856898192,25,93.1757855106694,6.17593220619557,"F004","P1","P71"
"G36","Y1_L1","L1","Y1",1,"B2",2,10,"G36","augmented_single",200,76,6.24756682080461,38.330290268777,27.9427016659895,103.367835592676,6.24756682080461,"F004","P1","P71"
"G37","Y1_L1","L1","Y1",1,"B6",8,4,"G37","augmented_single",200,77,7.27115310295942,33.1098875639488,27.6055481848971,101.715609610125,7.27115310295942,"F004","P1","P71"
"G38","Y1_L1","L1","Y1",1,"B3",4,5,"G38","augmented_single",200,78,7.43498660053502,25.9301732240761,28.8218136396482,105.580502117286,7.43498660053502,"F004","P1","P71"
"G39","Y1_L1","L1","Y1",1,"B10",13,4,"G39","augmented_single",200,79,7.34330560492902,36.5585485391198,32.0580176340911,102.531361029834,7.34330560492902,"F004","P1","P71"
"G40","Y1_L1","L1","Y1",1,"B6",8,10,"G40","augmented_single",200,80,8.34686079557914,35.5426692770878,28.2905664803528,108.858332017342,8.34686079557914,"F004","P1","P71"
"G41","Y1_L1","L1","Y1",1,"B7",9,3,"G41","augmented_single",200,81,8.77004878051096,29.5607289672211,28.8185167869561,92.1655206274515,8.77004878051096,"F005","P1","P46"
"G42","Y1_L1","L1","Y1",1,"B1",1,9,"G42","augmented_single",200,82,5.22057412123818,28.913360198616,30.4041775923227,82.235030951809,5.22057412123818,"F005","P1","P46"
"G43","Y1_L1","L1","Y1",1,"B9",12,6,"G43","augmented_single",200,83,8.49490311748806,38.5793196064507,26.946326493441,101.806968812877,8.49490311748806,"F005","P1","P46"
"G44","Y1_L1","L1","Y1",1,"B3",4,2,"G44","augmented_single",200,84,7.01532842275085,23.8625035571344,25,87.1554432779519,7.01532842275085,"F005","P1","P46"
"G45","Y1_L1","L1","Y1",1,"B7",10,2,"G45","augmented_single",200,85,8.04935250771285,22.9525073200636,29.1281813873971,101.886107641061,8.04935250771285,"F005","P1","P46"
"G46","Y1_L1","L1","Y1",1,"B8",11,8,"G46","augmented_single",200,86,7.48309534512735,17.6138192561921,30.20814258325,89.0949634724824,7.48309534512735,"F005","P1","P46"
"G47","Y1_L1","L1","Y1",1,"B10",13,9,"G47","augmented_single",200,87,7.86256457805182,32.7699706446347,25,93.2738762822061,7.86256457805182,"F005","P1","P46"
"G48","Y1_L1","L1","Y1",1,"B1",1,4,"G48","augmented_single",200,88,7.61382829889048,23.084955867464,25.9408626349532,102.891671170597,7.61382829889048,"F005","P1","P46"
"G49","Y1_L1","L1","Y1",1,"B1",1,1,"G49","augmented_single",200,89,4.57684038276922,25.493902703532,30.1062101767102,106.152529963323,4.57684038276922,"F005","P1","P46"
"G50","Y1_L1","L1","Y1",1,"B4",5,5,"G50","augmented_single",200,90,7.12175409876718,30.5104072898653,26.2388867000348,101.574039582974,7.12175409876718,"F005","P1","P46"
"G51","Y1_L1","L1","Y1",1,"B3",3,13,"G51","augmented_single",200,91,5.10978465294397,24.6316213352019,29.4248876946763,104.236030308021,5.10978465294397,"F006","P2","P61"
"G52","Y1_L1","L1","Y1",1,"B8",10,15,"G52","augmented_single",200,92,6.53146742600569,21.5681002095558,33.0054226894458,112.484850507203,6.53146742600569,"F006","P2","P61"
"G53","Y1_L1","L1","Y1",1,"B9",12,7,"G53","augmented_single",200,93,8.68430918272114,22.4555791087547,31.1523308462983,114.049782878634,8.68430918272114,"F006","P2","P61"
"G54","Y1_L1","L1","Y1",1,"B7",9,11,"G54","augmented_single",200,94,7.7827532881723,22.7221893374204,31.0323850071014,103.224054827753,7.7827532881723,"F006","P2","P61"
"G55","Y1_L1","L1","Y1",1,"B9",12,10,"G55","augmented_single",200,95,6.18753911205769,30.3242464106991,30.0277823270815,109.795726539418,6.18753911205769,"F006","P2","P61"
"G56","Y1_L1","L1","Y1",1,"B7",9,1,"G56","augmented_single",200,96,6.52057247091381,32.4988626348907,25.4901099394137,98.5857136455056,6.52057247091381,"F006","P2","P61"
"G57","Y1_L1","L1","Y1",1,"B8",11,4,"G57","augmented_single",200,97,7.99613042362223,19.560071715907,26.7554990299756,103.364803350573,7.99613042362223,"F006","P2","P61"
"G58","Y1_L1","L1","Y1",1,"B8",11,1,"G58","augmented_single",200,98,6.50817000108884,28.7238925016937,30.8975311627393,109.447567429313,6.50817000108884,"F006","P2","P61"
"G59","Y1_L1","L1","Y1",1,"B3",4,3,"G59","augmented_single",200,99,6.75409015986419,21.4861727526631,30.0631780285909,98.2061127389853,6.75409015986419,"F006","P2","P61"
"G60","Y1_L1","L1","Y1",1,"B3",4,10,"G60","augmented_single",200,100,7.2992638089486,10.6021235820171,29.4084870965531,104.365198698718,7.2992638089486,"F006","P2","P61"
"G61","Y1_L1","L1","Y1",1,"B1",1,10,"G61","augmented_single",200,101,5.96031156430908,27.670000187516,28.5299267062528,102.941199369913,5.96031156430908,"F007","P2","P44"
"G62","Y1_L1","L1","Y1",1,"B2",2,7,"G62","augmented_single",200,102,6.16200859947836,29.874172214995,30.159950089642,117.448811392832,6.16200859947836,"F007","P2","P44"
"G63","Y1_L1","L1","Y1",1,"B4",5,6,"G63","augmented_single",200,103,7.5852772029275,24.5939411072076,25,103.409834667409,7.5852772029275,"F007","P2","P44"
"G64","Y1_L1","L1","Y1",1,"B8",10,7,"G64","augmented_single",200,104,8.35544526460458,41.419693371191,26.818646667007,94.465740858165,8.35544526460458,"F007","P2","P44"
"G65","Y1_L1","L1","Y1",1,"B1",2,2,"G65","augmented_single",200,105,5.99012627875002,35.6975402087283,27.1547797175026,103.130447211414,5.99012627875002,"F007","P2","P44"
"G66","Y1_L1","L1","Y1",1,"B4",5,2,"G66","augmented_single",200,106,7.17106642134956,19.2285197187543,27.1818550256271,85.2934948758265,7.17106642134956,"F007","P2","P44"
"G67","Y1_L1","L1","Y1",1,"B6",8,5,"G67","augmented_single",200,107,8.46848617229215,27.858264150042,28.8103939469761,98.3689758600902,8.46848617229215,"F007","P2","P44"
"G68","Y1_L1","L1","Y1",1,"B5",6,7,"G68","augmented_single",200,108,9.0400277615414,37.5697261388702,31.0829147430128,87.2331582753741,9.0400277615414,"F007","P2","P44"
"G69","Y1_L1","L1","Y1",1,"B4",6,1,"G69","augmented_single",200,109,8.7973019681274,33.5987986612709,28.7864766877781,94.0176706753088,8.7973019681274,"F007","P2","P44"
"G70","Y1_L1","L1","Y1",1,"B9",11,14,"G70","augmented_single",200,110,5.88966880654319,30.8486234510057,28.6888841912738,108.438100409503,5.88966880654319,"F007","P2","P44"
"G71","Y1_L1","L1","Y1",1,"B6",8,12,"G71","augmented_single",200,111,7.49414605955523,22.654028134393,26.6214595434501,90.346939440147,7.49414605955523,"F008","P2","P28"
"G72","Y1_L1","L1","Y1",1,"B5",7,6,"G72","augmented_single",200,112,7.19521465717771,11.0106636016682,29.6373429407084,91.3995768261149,7.19521465717771,"F008","P2","P28"
"G73","Y1_L1","L1","Y1",1,"B5",7,1,"G73","augmented_single",200,113,8.94076102866458,18.6515505690824,31.3239092842947,99.0937154398582,8.94076102866458,"F008","P2","P28"
"G74","Y1_L1","L1","Y1",1,"B1",1,13,"G74","augmented_single",200,114,6.26639667516236,14.9930591896774,28.1580535884716,96.9627873189237,6.26639667516236,"F008","P2","P28"
"G75","Y1_L1","L1","Y1",1,"B1",1,11,"G75","augmented_single",200,115,5.75209642852857,16.5709214857074,28.5718746056747,89.6151268790948,5.75209642852857,"F008","P2","P28"
"G76","Y1_L1","L1","Y1",1,"B5",7,9,"G76","augmented_single",200,116,8.17158220445767,10.1181404859192,27.400462479753,102.637508172792,8.17158220445767,"F008","P2","P28"
"G77","Y1_L1","L1","Y1",1,"B2",3,10,"G77","augmented_single",200,117,6.17726689572848,28.0039848856907,25,98.4383101736428,6.17726689572848,"F008","P2","P28"
"G78","Y1_L1","L1","Y1",1,"B8",10,11,"G78","augmented_single",200,118,7.2227849871866,25.0072275862773,25,93.6508394740984,7.2227849871866,"F008","P2","P28"
"G79","Y1_L1","L1","Y1",1,"B5",7,7,"G79","augmented_single",200,119,9.2889625329122,25.7529225704522,25,93.093700357389,9.2889625329122,"F008","P2","P28"
"G80","Y1_L1","L1","Y1",1,"B9",12,9,"G80","augmented_single",200,120,7.55145121686287,25.1786252566215,25,102.819957931923,7.55145121686287,"F008","P2","P28"
"G81","Y1_L1","L1","Y1",1,"B10",14,2,"G81","augmented_single",200,121,8.09544972358677,25.6194035152108,28.1723420150837,99.1436418428328,8.09544972358677,"F009","P2","P73"
"G82","Y1_L1","L1","Y1",1,"B7",9,8,"G82","augmented_single",200,122,8.56666170891904,9.04540547246935,30.7785575856599,105.523651131801,8.56666170891904,"F009","P2","P73"
"G83","Y1_L1","L1","Y1",1,"B4",5,1,"G83","augmented_single",200,123,7.06408621632017,9.81932610500803,30.8385875662988,99.5711323840453,7.06408621632017,"F009","P2","P73"
"G84","Y1_L1","L1","Y1",1,"B9",12,13,"G84","augmented_single",200,124,7.02106995875104,14.4481853214696,34.9208710340356,109.439408925336,7.02106995875104,"F009","P2","P73"
"G85","Y1_L1","L1","Y1",1,"B8",10,12,"G85","augmented_single",200,125,8.38821910209233,4.74462314810486,30.2995075804227,95.290248398288,8.38821910209233,"F009","P2","P73"
"G86","Y1_L1","L1","Y1",1,"B1",1,8,"G86","augmented_single",200,126,5.4163482201353,12.4086873037166,27.0484732166763,102.178092578796,5.4163482201353,"F009","P2","P73"
"G87","Y1_L1","L1","Y1",1,"B6",8,6,"G87","augmented_single",200,127,8.14576049875339,28.3068999187184,33.3698946142186,85.4646954199469,8.14576049875339,"F009","P2","P73"
"G88","Y1_L1","L1","Y1",1,"B1",1,15,"G88","augmented_single",200,128,4.91302538993697,7.35515104968426,30.0503207756349,97.106802228602,4.91302538993697,"F009","P2","P73"
"G89","Y1_L1","L1","Y1",1,"B5",6,9,"G89","augmented_single",200,129,8.15603164696159,2.68420831971953,32.8336404334331,112.726506351983,8.15603164696159,"F009","P2","P73"
"G90","Y1_L1","L1","Y1",1,"B6",8,9,"G90","augmented_single",200,130,7.42492659135144,17.8250146328659,25.0429906899695,95.608175979907,7.42492659135144,"F009","P2","P73"
"G91","Y1_L1","L1","Y1",1,"B2",3,1,"G91","augmented_single",200,131,6.75336614912703,24.6478207153588,34.4593795156984,93.5521293742437,6.75336614912703,"F010","P2","P30"
"G92","Y1_L1","L1","Y1",1,"B3",3,12,"G92","augmented_single",200,132,6.86891559492882,40.4145182594695,25,99.6363179515256,6.86891559492882,"F010","P2","P30"
"G93","Y1_L1","L1","Y1",1,"B2",3,8,"G93","augmented_single",200,133,7.1840775621959,22.0198425775293,25,94.694577984781,7.1840775621959,"F010","P2","P30"
"G94","Y1_L1","L1","Y1",1,"B2",3,6,"G94","augmented_single",200,134,7.23317893934878,25.9936105277097,27.688858988369,81.4962360635859,7.23317893934878,"F010","P2","P30"
"G95","Y1_L1","L1","Y1",1,"B6",8,2,"G95","augmented_single",200,135,8.95499095902304,13.904481128795,28.4612723323062,104.551874109632,8.95499095902304,"F010","P2","P30"
"G96","Y1_L1","L1","Y1",1,"B9",12,5,"G96","augmented_single",200,136,8.61152867637522,28.4522075070674,27.7689380264168,90.3648120734723,8.61152867637522,"F010","P2","P30"
"G97","Y1_L1","L1","Y1",1,"B8",11,7,"G97","augmented_single",200,137,7.41787805400864,34.5309224219419,30.6014603941467,98.3546335428063,7.41787805400864,"F010","P2","P30"
"G98","Y1_L1","L1","Y1",1,"B1",1,2,"G98","augmented_single",200,138,6.6592030297813,26.0726248022686,31.8650040523656,112.670812336224,6.6592030297813,"F010","P2","P30"
"G99","Y1_L1","L1","Y1",1,"B5",6,11,"G99","augmented_single",200,139,6.67623305658235,13.710091853614,29.087930889673,90.0109704338695,6.67623305658235,"F010","P2","P30"
"G100","Y1_L1","L1","Y1",1,"B9",11,11,"G100","augmented_single",200,140,7.8464685007646,22.6666472535805,27.6069985456528,89.0467944430554,7.8464685007646,"F010","P2","P30"
"G101","Y1_L1","L1","Y1",1,"B2",2,8,"G101","augmented_single",200,141,6.83358795690701,30.1664587675103,29.8522485895188,102.870192891999,6.83358795690701,"F011","P3","P46"
"G102","Y1_L1","L1","Y1",1,"B8",11,5,"G102","augmented_single",200,142,8.16752214059674,31.5172411736912,29.745911613392,111.896835922341,8.16752214059674,"F011","P3","P46"
"G103","Y1_L1","L1","Y1",1,"B4",6,3,"G103","augmented_single",200,143,7.24177913325367,12.2287487324072,33.0264120874273,101.145219777975,7.24177913325367,"F011","P3","P46"
"G104","Y1_L1","L1","Y1",1,"B8",10,13,"G104","augmented_single",200,144,6.72462158457398,20.5221020123274,30.644462431077,90.9485701649047,6.72462158457398,"F011","P3","P46"
"G105","Y1_L1","L1","Y1",1,"B7",9,9,"G105","augmented_single",200,145,6.94610028331384,10.4952853542069,31.1420156239752,100.847522378806,6.94610028331384,"F011","P3","P46"
"G106","Y1_L1","L1","Y1",1,"B7",9,13,"G106","augmented_single",200,146,6.48841065700951,31.8450609698531,29.3153787902376,103.897073798372,6.48841065700951,"F011","P3","P46"
"G107","Y1_L1","L1","Y1",1,"B9",12,2,"G107","augmented_single",200,147,6.73424971491128,25.0767370802919,36.5697468718623,115.206153889349,6.73424971491128,"F011","P3","P46"
"G108","Y1_L1","L1","Y1",1,"B2",3,4,"G108","augmented_single",200,148,6.73249577882803,44.465780818613,33.9004416494295,112.299706169621,6.73249577882803,"F011","P3","P46"
"G109","Y1_L1","L1","Y1",1,"B7",10,1,"G109","augmented_single",200,149,7.43876664958169,25.3746656837268,32.9767315603235,113.58505475285,7.43876664958169,"F011","P3","P46"
"G110","Y1_L1","L1","Y1",1,"B9",11,13,"G110","augmented_single",200,150,5.82640550852109,34.9622921752915,28.7661545494669,98.3089392308291,5.82640550852109,"F011","P3","P46"
"G111","Y1_L1","L1","Y1",1,"B5",7,3,"G111","augmented_single",200,151,7.57794648990226,30.9481835224508,33.0977257080396,116.761243660295,7.57794648990226,"F012","P3","P41"
"G112","Y1_L1","L1","Y1",1,"B8",11,10,"G112","augmented_single",200,152,7.13413635375334,24.9755770358222,34.3321863270293,112.477831082788,7.13413635375334,"F012","P3","P41"
