"geno","env","loc","year","rep","block","row","col","variety","design_class","target_n","plot_id","yield","disease","height","heading","yld","family","sire","dam"
"G7","Y1_L1","L1","Y1","1","B3",6,8,"G559","sparse_prep_MET",1000,42,5.75249534790512,25.9861610181018,31.0518108510872,94.80892606554,5.75249534790512,"F001","P1","P32"
"G5","Y1_L1","L1","Y1","1","B1",1,6,"G560","sparse_prep_MET",1000,43,5.75292552831949,22.0342702733415,29.3468955984782,93.8333509182289,5.75292552831949,"F001","P1","P32"
"G326","Y1_L1","L1","Y1","1","B4",8,1,"G572","sparse_prep_MET",1000,44,9.4676495244977,25.8486871086618,29.420014041448,92.5778492483716,9.4676495244977,"F033","P7","P67"
"G734","Y1_L1","L1","Y1","1","B1",2,4,"G581","sparse_prep_MET",1000,45,8.59110903006954,40.9566029948338,38.0486649646086,112.463786168067,8.59110903006954,"F074","P15","P36"
"G909","Y1_L1","L1","Y1","1","B1",2,7,"G599","sparse_prep_MET",1000,46,7.179915001396,25.1482315066436,31.6228992142604,100.276239520163,7.179915001396,"F091","P19","P26"
"G153","Y1_L1","L1","Y1","1","B3",7,5,"G626","sparse_prep_MET",1000,47,6.9148608091336,23.8682617483884,25,86.9523837128643,6.9148608091336,"F016","P4","P56"
"G766","Y1_L1","L1","Y1","1","B2",4,2,"G635","sparse_prep_MET",1000,48,8.90569558595134,28.2466530651575,29.0911437954966,104.572914425966,8.90569558595134,"F077","P16","P65"
"G11","Y1_L1","L1","Y1","1","B4",8,7,"G642","sparse_prep_MET",1000,49,8.03473134863729,36.6799235511856,31.5821810734077,92.6782055442659,8.03473134863729,"F002","P1","P36"
"G642","Y1_L1","L1","Y1","1","B2",4,1,"G669","sparse_prep_MET",1000,50,6.78409764969235,25.3470161434221,29.2764445620283,114.179456076404,6.78409764969235,"F065","P13","P71"
"G681","Y1_L1","L1","Y1","1","B4",8,5,"G681","sparse_prep_MET",1000,51,6.46689128668549,33.1893330034095,29.2174308197987,92.9135199343588,6.46689128668549,"F069","P14","P67"
"G2","Y1_L1","L1","Y1","1","B3",5,5,"G682","sparse_prep_MET",1000,52,7.68752328276095,38.2360185899079,27.240244446406,90.9703372350934,7.68752328276095,"F001","P1","P32"
"G4","Y1_L1","L1","Y1","1","B3",6,6,"G684","sparse_prep_MET",1000,53,5.96459222753216,22.3617625790204,29.0378343277111,95.1306649233056,5.96459222753216,"F001","P1","P32"
"G228","Y1_L1","L1","Y1","1","B3",6,2,"G693","sparse_prep_MET",1000,54,9.1749977865898,32.9336202214986,32.7434262574284,95.7699432857967,9.1749977865898,"F023","P5","P47"
"G265","Y1_L1","L1","Y1","1","B3",5,8,"G734","sparse_prep_MET",1000,55,6.40942001436207,23.1473850981237,29.2783210021436,107.173453700011,6.40942001436207,"F027","P6","P47"
"G449","Y1_L1","L1","Y1","1","B1",2,1,"G748","sparse_prep_MET",1000,56,6.33860610722154,37.7128944553038,29.7279558754194,112.912918283832,6.33860610722154,"F045","P9","P47"
"G385","Y1_L1","L1","Y1","1","B2",5,1,"G766","sparse_prep_MET",1000,57,8.25575507800187,25.6019038863321,34.0250044081721,93.9305303161525,8.25575507800187,"F039","P8","P30"
"G434","Y1_L1","L1","Y1","1","B4",8,8,"G770","sparse_prep_MET",1000,58,7.7768888873988,33.9569042971256,32.2111559621132,105.966835640063,7.7768888873988,"F044","P9","P26"
"G407","Y1_L1","L1","Y1","1","B1",2,2,"G772","sparse_prep_MET",1000,59,8.10679581386893,37.0133034290129,31.043265126503,104.309647532701,8.10679581386893,"F041","P9","P75"
"G626","Y1_L1","L1","Y1","1","B4",8,4,"G788","sparse_prep_MET",1000,60,8.57701589539612,21.7351954006241,32.7660138899636,95.2987297415491,8.57701589539612,"F063","P13","P25"
"G599","Y1_L1","L1","Y1","1","B2",5,3,"G795","sparse_prep_MET",1000,61,9.18110159318265,18.8499123114807,34.2195612487361,98.6692385719556,9.18110159318265,"F060","P12","P77"
"G500","Y1_L1","L1","Y1","1","B2",3,5,"G822","sparse_prep_MET",1000,62,8.63069144399953,30.5228418083688,30.4745271537037,89.8905854453691,8.63069144399953,"F050","P10","P69"
"G216","Y1_L1","L1","Y1","1","B1",3,1,"G826","sparse_prep_MET",1000,63,7.83554408819441,36.229094136584,30.6144314043773,110.345756206541,7.83554408819441,"F022","P5","P44"
"G822","Y1_L1","L1","Y1","1","B3",6,9,"G836","sparse_prep_MET",1000,64,8.60240970535147,26.2978940572216,33.6982691174336,97.9150947672375,8.60240970535147,"F083","P17","P37"
"G795","Y1_L1","L1","Y1","1","B2",3,6,"G863","sparse_prep_MET",1000,65,7.38840846805349,30.2350825767507,31.76911777941,107.839560835974,7.38840846805349,"F080","P16","P77"
"G132","Y1_L1","L1","Y1","1","B3",5,9,"G903","sparse_prep_MET",1000,66,9.5,35.0784353040477,32.8109779604547,106.797278839102,9.5,"F014","P3","P36"
"G247","Y1_L1","L1","Y1","1","B2",3,3,"G906","sparse_prep_MET",1000,67,8.68971504363384,23.7353201453446,30.0548739130889,96.2986564260988,8.68971504363384,"F025","P5","P64"
"G273","Y1_L1","L1","Y1","1","B3",7,3,"G909","sparse_prep_MET",1000,68,8.03190483199892,18.571050438338,32.3676595254316,100.766255470598,8.03190483199892,"F028","P6","P46"
"G914","Y1_L1","L1","Y1","1","B3",6,7,"G914","sparse_prep_MET",1000,69,8.34340702741034,15.3492075849209,31.2554491312626,114.749389523729,8.34340702741034,"F092","P19","P41"
"G863","Y1_L1","L1","Y1","1","B1",1,8,"G947","sparse_prep_MET",1000,70,5.94612141004984,23.721573204157,26.5051715013507,86.2448138231845,5.94612141004984,"F087","P18","P80"
"G23","Y1_L1","L1","Y1","1","B2",4,5,"G948","sparse_prep_MET",1000,71,5.93239264263797,33.4923039109736,27.4554962566148,91.6561896942244,5.93239264263797,"F003","P1","P24"
"G11","Y2_L1","L1","Y2","1","B2",5,4,"G1","sparse_prep_MET",1000,72,8.23303588258424,43.9607647429837,30.9045696541229,101.710449876767,8.23303588258424,"F002","P1","P36"
"G6","Y2_L1","L1","Y2","1","B3",7,1,"G2","sparse_prep_MET",1000,73,6.25952832052402,43.2849309754836,29.791203743802,94.7300900962942,6.25952832052402,"F001","P1","P32"
"G347","Y2_L1","L1","Y2","1","B3",5,8,"G3","sparse_prep_MET",1000,74,7.96242926725283,29.4266524873831,30.4779856914668,115.75473478292,7.96242926725283,"F035","P7","P21"
"G452","Y2_L1","L1","Y2","1","B1",2,6,"G4","sparse_prep_MET",1000,75,8.04653814975032,41.1212730084266,31.2207591073821,95.0399953506249,8.04653814975032,"F046","P10","P44"
"G10","Y2_L1","L1","Y2","1","B1",2,3,"G5","sparse_prep_MET",1000,76,7.30483733535369,33.4222590049791,32.8785607498411,110.805722916014,7.30483733535369,"F001","P1","P32"
"G392","Y2_L1","L1","Y2","1","B2",3,6,"G6","sparse_prep_MET",1000,77,4.96588335533982,37.9195992971379,31.7318865886091,109.86172487379,4.96588335533982,"F040","P8","P39"
"G54","Y2_L1","L1","Y2","1","B1",3,1,"G7","sparse_prep_MET",1000,78,8.53114178050492,26.9557065211762,34.5521614950643,101.406175409911,8.53114178050492,"F006","P2","P61"
"G22","Y2_L1","L1","Y2","1","B1",2,4,"G8","sparse_prep_MET",1000,79,7.62794046369977,35.1656434285961,25,81.4798994822152,7.62794046369977,"F003","P1","P24"
"G66","Y2_L1","L1","Y2","1","B4",8,3,"G9","sparse_prep_MET",1000,80,6.35191098254354,27.7883896729222,28.4726367283513,96.2432709178878,6.35191098254354,"F007","P2","P44"
"G162","Y2_L1","L1","Y2","1","B2",5,2,"G10","sparse_prep_MET",1000,81,5.55379786638583,45.6238287321303,32.1489100857008,96.0839756418588,5.55379786638583,"F017","P4","P54"
"G719","Y2_L1","L1","Y2","1","B2",3,5,"G11","sparse_prep_MET",1000,82,7.55237612126237,29.2253073345784,32.8086916640321,99.7297690464781,7.55237612126237,"F072","P15","P53"
"G555","Y2_L1","L1","Y2","1","B1",1,5,"G15","sparse_prep_MET",1000,83,8.11700500655584,21.021173676759,28.4831533041859,87.3371206087323,8.11700500655584,"F056","P12","P70"
"G321","Y2_L1","L1","Y2","1","B4",7,7,"G16","sparse_prep_MET",1000,84,6.44026707047691,27.9685129625526,28.9329968851907,94.1278423393279,6.44026707047691,"F033","P7","P67"
"G909","Y2_L1","L1","Y2","1","B2",3,3,"G22","sparse_prep_MET",1000,85,6.90383263614453,32.3756704361732,31.6256069935697,96.3661175193871,6.90383263614453,"F091","P19","P26"
"G200","Y2_L1","L1","Y2","1","B3",6,9,"G35","sparse_prep_MET",1000,86,6.0141432708783,30.2102024703345,25,80,6.0141432708783,"F020","P4","P52"
"G115","Y2_L1","L1","Y2","1","B1",1,9,"G44","sparse_prep_MET",1000,87,8.67219541411685,33.1992582681566,34.4030959370675,105.638822795212,8.67219541411685,"F012","P3","P41"
"G240","Y2_L1","L1","Y2","1","B3",6,5,"G54","sparse_prep_MET",1000,88,6.88061992527679,25.2315642518472,28.9743446244757,87.7455779537433,6.88061992527679,"F024","P5","P67"
"G3","Y2_L1","L1","Y2","1","B1",2,2,"G66","sparse_prep_MET",1000,89,8.05414532923881,35.8327369689281,30.9737811000399,92.4581346040264,8.05414532923881,"F001","P1","P32"
"G474","Y2_L1","L1","Y2","1","B4",8,4,"G75","sparse_prep_MET",1000,90,8.14083100885826,28.3548312036943,34.1564685773815,114.949127456955,8.14083100885826,"F048","P10","P41"
"G386","Y2_L1","L1","Y2","1","B3",7,3,"G80","sparse_prep_MET",1000,91,7.69632004604679,37.538848657635,27.2611054416149,98.4867887869501,7.69632004604679,"F039","P8","P30"
"G44","Y2_L1","L1","Y2","1","B4",8,2,"G94","sparse_prep_MET",1000,92,6.5298620296926,36.9573952379705,30.5493292784621,100.664408885196,6.5298620296926,"F005","P1","P46"
"G518","Y2_L1","L1","Y2","1","B3",5,6,"G111","sparse_prep_MET",1000,93,7.31977127538186,27.1136536984313,30.3008610108922,109.615581481847,7.31977127538186,"F052","P11","P43"
"G557","Y2_L1","L1","Y2","1","B1",1,3,"G115","sparse_prep_MET",1000,94,7.1480709958009,33.7223409506373,29.2987358564207,105.582808522224,7.1480709958009,"F056","P12","P70"
"G1","Y2_L1","L1","Y2","1","B1",1,4,"G130","sparse_prep_MET",1000,95,5.6523583344318,38.1341889667696,25.1030689003494,90.8872626681188,5.6523583344318,"F001","P1","P32"
"G621","Y2_L1","L1","Y2","1","B2",3,9,"G141","sparse_prep_MET",1000,96,7.06648493735644,26.2079465197303,31.8555236619699,102.128687144873,7.06648493735644,"F063","P13","P25"
"G94","Y2_L1","L1","Y2","1","B3",5,9,"G142","sparse_prep_MET",1000,97,9.5,35.8567050705008,28.9285941159495,99.9613067129586,9.5,"F010","P2","P30"
"G463","Y2_L1","L1","Y2","1","B1",1,6,"G162","sparse_prep_MET",1000,98,6.07185651148789,42.7572155915986,27.7946509545218,91.2045824269038,6.07185651148789,"F047","P10","P22"
"G188","Y2_L1","L1","Y2","1","B3",5,5,"G188","sparse_prep_MET",1000,99,7.65131406988156,38.8687494816519,26.1903190359341,96.259673916745,7.65131406988156,"F019","P4","P62"
"G768","Y2_L1","L1","Y2","1","B3",7,5,"G200","sparse_prep_MET",1000,100,7.91013704069934,36.7110990205788,29.8954133293899,99.9107655498421,7.91013704069934,"F077","P16","P65"
"G889","Y2_L1","L1","Y2","1","B2",4,3,"G209","sparse_prep_MET",1000,101,7.95164797828667,29.7905268365155,30.9562101344763,87.0230200107362,7.95164797828667,"F089","P18","P37"
"G9","Y2_L1","L1","Y2","1","B3",6,8,"G220","sparse_prep_MET",1000,102,7.72221646273248,35.733502505789,29.4034221459518,105.170101738531,7.72221646273248,"F001","P1","P32"
"G469","Y2_L1","L1","Y2","1","B2",4,2,"G240","sparse_prep_MET",1000,103,8.72668771301406,39.4497451277448,28.9100663556246,85.509509023469,8.72668771301406,"F047","P10","P22"
"G4","Y2_L1","L1","Y2","1","B3",7,2,"G241","sparse_prep_MET",1000,104,6.05786615872766,35.8615181589833,29.9730199512325,93.8359139953108,6.05786615872766,"F001","P1","P32"
"G220","Y2_L1","L1","Y2","1","B3",6,7,"G242","sparse_prep_MET",1000,105,7.96429343210242,29.3948996669929,33.9468699093753,105.618576880978,7.96429343210242,"F022","P5","P44"
"G929","Y2_L1","L1","Y2","1","B4",8,6,"G295","sparse_prep_MET",1000,106,7.31474092268759,40.655321274176,34.8830884769528,109.570546861188,7.31474092268759,"F093","P19","P26"
"G412","Y2_L1","L1","Y2","1","B4",8,8,"G303","sparse_prep_MET",1000,107,7.01563164002723,33.7572310182688,29.0199173091817,96.6103609316047,7.01563164002723,"F042","P9","P26"
"G209","Y2_L1","L1","Y2","1","B2",4,7,"G312","sparse_prep_MET",1000,108,7.27604592180379,27.5339345474275,34.3090074233709,94.5195129746699,7.27604592180379,"F021","P5","P80"
"G968","Y2_L1","L1","Y2","1","B2",4,6,"G320","sparse_prep_MET",1000,109,6.5381209160034,44.0243110446686,31.4144171245537,105.157287821511,6.5381209160034,"F097","P20","P78"
"G870","Y2_L1","L1","Y2","1","B1",1,1,"G321","sparse_prep_MET",1000,110,6.01173437195366,35.8415901709542,31.1513689852558,97.8414881805639,6.01173437195366,"F087","P18","P80"
"G783","Y2_L1","L1","Y2","1","B2",4,5,"G330","sparse_prep_MET",1000,111,8.93380872854911,35.2551528477315,28.1661355765619,106.591078416475,8.93380872854911,"F079","P16","P26"
"G75","Y2_L1","L1","Y2","1","B1",1,8,"G331","sparse_prep_MET",1000,112,6.74309293469745,22.8786482401351,31.9607737974861,100.453211368201,6.74309293469745,"F008","P2","P28"
"G7","Y2_L1","L1","Y2","1","B4",8,1,"G347","sparse_prep_MET",1000,113,7.37193291634369,31.0134098266524,34.089342653577,101.546820971951,7.37193291634369,"F001","P1","P32"
"G111","Y2_L1","L1","Y2","1","B4",8,5,"G360","sparse_prep_MET",1000,114,8.61315134680676,38.1982453562758,35.1789932578347,119.431015239541,8.61315134680676,"F012","P3","P41"
"G824","Y2_L1","L1","Y2","1","B2",3,4,"G377","sparse_prep_MET",1000,115,6.56642621385873,24.6627845050103,36.7604023192774,109.586721948215,6.56642621385873,"F083","P17","P37"
"G983","Y2_L1","L1","Y2","1","B2",3,8,"G386","sparse_prep_MET",1000,116,7.3727853492133,29.9146311669493,27.0685444955061,104.123935661017,7.3727853492133,"F099","P20","P25"
"G331","Y2_L1","L1","Y2","1","B4",7,9,"G392","sparse_prep_MET",1000,117,8.36688784469841,28.6026389466701,29.3996245658384,105.755859402737,8.36688784469841,"F034","P7","P76"
"G377","Y2_L1","L1","Y2","1","B3",6,1,"G412","sparse_prep_MET",1000,118,6.70290515023915,28.339819188294,39.3460766882664,101.356804853371,6.70290515023915,"F038","P8","P47"
"G241","Y2_L1","L1","Y2","1","B3",7,6,"G435","sparse_prep_MET",1000,119,9.5,28.2262045400084,32.2850641303588,85.9680968434251,9.5,"F025","P5","P64"
"G5","Y2_L1","L1","Y2","1","B2",3,7,"G437","sparse_prep_MET",1000,120,6.41063491401569,33.3323089957975,27.1362287810074,86.6921848222634,6.41063491401569,"F001","P1","P32"
"G2","Y2_L1","L1","Y2","1","B4",7,8,"G452","sparse_prep_MET",1000,121,6.44465970605019,40.7357741359833,32.8292875283199,105.040614914809,6.44465970605019,"F001","P1","P32"
"G972","Y2_L1","L1","Y2","1","B3",6,3,"G463","sparse_prep_MET",1000,122,8.10793634476705,26.6752032875541,30.0469252426903,101.233418473401,8.10793634476705,"F098","P20","P62"
"G360","Y2_L1","L1","Y2","1","B1",2,5,"G469","sparse_prep_MET",1000,123,7.38368948684038,39.8299212164496,29.3249935783547,86.0127592351764,7.38368948684038,"F036","P8","P59"
"G435","Y2_L1","L1","Y2","1","B2",5,3,"G474","sparse_prep_MET",1000,124,4.63927468222884,42.8846084896716,26.9636276421896,94.0860399016345,4.63927468222884,"F044","P9","P26"
"G15","Y2_L1","L1","Y2","1","B1",2,9,"G518","sparse_prep_MET",1000,125,7.93609133587533,38.8376523881198,30.0898197387827,99.2973644060028,7.93609133587533,"F002","P1","P36"
"G312","Y2_L1","L1","Y2","1","B1",2,8,"G555","sparse_prep_MET",1000,126,7.90559834599479,34.4711960965962,30.1176908218484,94.795983412117,7.90559834599479,"F032","P7","P42"
"G320","Y2_L1","L1","Y2","1","B1",1,2,"G557","sparse_prep_MET",1000,127,6.94773324028999,33.2423396635633,30.360673087169,112.023623800626,6.94773324028999,"F032","P7","P42"
"G330","Y2_L1","L1","Y2","1","B2",4,1,"G621","sparse_prep_MET",1000,128,9.04149620829163,38.4375931006559,32.7726419044757,92.8512819829827,9.04149620829163,"F033","P7","P67"
"G130","Y2_L1","L1","Y2","1","B3",6,6,"G679","sparse_prep_MET",1000,129,9.5,31.3001939461536,35.4185705338256,102.904818425005,9.5,"F013","P3","P54"
"G679","Y2_L1","L1","Y2","1","B3",6,4,"G719","sparse_prep_MET",1000,130,7.97108582146077,22.5973828480934,30.3693903189998,101.149525101511,7.97108582146077,"F068","P14","P49"
"G8","Y2_L1","L1","Y2","1","B1",2,1,"G768","sparse_prep_MET",1000,131,7.30799595863853,29.3924434110367,31.279436698872,112.855729837738,7.30799595863853,"F001","P1","P32"
"G844","Y2_L1","L1","Y2","1","B2",4,9,"G783","sparse_prep_MET",1000,132,5.79391907378453,34.6503958843692,27.1321933133866,90.1223021739073,5.79391907378453,"F085","P17","P40"
"G303","Y2_L1","L1","Y2","1","B4",8,7,"G824","sparse_prep_MET",1000,133,8.10338194086643,31.107912051938,29.2476022180382,107.700455649894,8.10338194086643,"F031","P7","P37"
"G142","Y2_L1","L1","Y2","1","B1",2,7,"G844","sparse_prep_MET",1000,134,7.18174795875259,38.1301312163779,34.0691193615313,98.212495349373,7.18174795875259,"F015","P3","P42"
"G295","Y2_L1","L1","Y2","1","B3",7,4,"G870","sparse_prep_MET",1000,135,8.7450792505129,17.5918547579355,35.6120036073694,108.174210755989,8.7450792505129,"F030","P6","P80"
"G35","Y2_L1","L1","Y2","1","B3",6,2,"G889","sparse_prep_MET",1000,136,7.19736287782688,46.0891728853899,29.5799554781123,82.6964802564448,7.19736287782688,"F004","P1","P71"
"G924","Y2_L1","L1","Y2","1","B1",3,2,"G909","sparse_prep_MET",1000,137,8.26318237229218,31.0356394006239,31.0418020258664,87.1960625027653,8.26318237229218,"F093","P19","P26"
"G141","Y2_L1","L1","Y2","1","B3",5,7,"G924","sparse_prep_MET",1000,138,8.5782018445781,33.9605347036494,37.2687330317261,97.0996894427683,8.5782018445781,"F015","P3","P42"
"G80","Y2_L1","L1","Y2","1","B2",4,8,"G929","sparse_prep_MET",1000,139,4.93969374368761,34.7569590577296,25,80,4.93969374368761,"F008","P2","P28"
"G16","Y2_L1","L1","Y2","1","B2",4,4,"G968","sparse_prep_MET",1000,140,8.08444677924626,28.6548312919665,34.6525814779716,103.728324146077,8.08444677924626,"F002","P1","P36"
"G242","Y2_L1","L1","Y2","1","B2",5,1,"G972","sparse_prep_MET",1000,141,7.7419658040139,42.0691508367033,32.2556358650891,104.235878661238,7.7419658040139,"F025","P5","P64"
"G437","Y2_L1","L1","Y2","1","B1",1,7,"G983","sparse_prep_MET",1000,142,7.36160950711893,29.5864446982294,31.1292363919199,107.238676854472,7.36160950711893,"F044","P9","P26"
"G204","Y1_L2","L2","Y1","1","B2",3,9,"G1","sparse_prep_MET",1000,143,7.89447479343917,15.3904915407931,25,90.9057114088682,7.89447479343917,"F021","P5","P80"
"G671","Y1_L2","L2","Y1","1","B3",7,2,"G2","sparse_prep_MET",1000,144,7.75193070431807,27.8432995248009,25.2355161130978,90.579360190986,7.75193070431807,"F068","P14","P49"
"G986","Y1_L2","L2","Y1","1","B4",8,1,"G3","sparse_prep_MET",1000,145,8.54322650001694,24.3617725540263,32.8276462822985,121.555649581704,8.54322650001694,"F099","P20","P25"
